Unnamed: 0,tmsp,country,amount,success,PSP,3D_secured,card,attempt_group,hour,day_of_week,PSP_encoded,card_encoded
32559,2019-02-06 23:52:32,Germany,231,0,Simplecard,0,Master,15054,23,2,2,1
32560,2019-02-06 23:53:40,Germany,167,0,Goldcard,1,Visa,15054,23,2,0,2
32561,2019-02-06 23:53:52,Germany,167,0,Moneycard,1,Visa,15055,23,2,1,2
32562,2019-02-06 23:54:00,Germany,167,0,UK_Card,1,Visa,15056,23,2,3,2
32563,2019-02-06 23:54:16,Germany,167,1,UK_Card,1,Visa,15057,23,2,3,2
32564,2019-02-06 23:55:52,Switzerland,242,0,UK_Card,1,Master,15057,23,2,3,1
32565,2019-02-06 23:56:29,Switzerland,242,0,Moneycard,1,Master,15058,23,2,1,1
32566,2019-02-06 23:57:47,Switzerland,259,0,Moneycard,0,Master,15058,23,2,1,1
32567,2019-02-06 23:59:03,Germany,62,0,UK_Card,0,Visa,15058,23,2,3,2
32568,2019-02-06 23:59:16,Germany,62,1,UK_Card,0,Visa,15059,23,2,3,2
32569,2019-02-07 00:01:58,Germany,148,1,UK_Card,0,Visa,15059,0,3,3,2
32570,2019-02-07 00:08:49,Germany,183,0,Moneycard,0,Diners,15059,0,3,1,0
32571,2019-02-07 00:09:45,Germany,183,0,UK_Card,0,Diners,15060,0,3,3,0
32572,2019-02-07 00:11:52,Austria,110,0,Simplecard,0,Visa,15060,0,3,2,2
32573,2019-02-07 00:15:18,Switzerland,112,0,UK_Card,0,Master,15060,0,3,3,1
32574,2019-02-07 00:15:28,Switzerland,112,1,Simplecard,0,Master,15061,0,3,2,1
32575,2019-02-07 00:18:11,Germany,140,0,UK_Card,0,Diners,15061,0,3,3,0
32576,2019-02-07 00:19:36,Germany,126,1,Goldcard,0,Master,15061,0,3,0,1
32577,2019-02-07 00:22:12,Germany,245,0,UK_Card,0,Diners,15061,0,3,3,0
32578,2019-02-07 00:22:42,Germany,245,0,Simplecard,0,Diners,15062,0,3,2,0
32579,2019-02-07 00:25:58,Germany,233,0,UK_Card,0,Diners,15062,0,3,3,0
32580,2019-02-07 00:27:05,Austria,270,0,Moneycard,0,Master,15062,0,3,1,1
32581,2019-02-07 00:29:33,Germany,59,1,Simplecard,0,Master,15062,0,3,2,1
32582,2019-02-07 00:31:39,Switzerland,48,0,Moneycard,1,Master,15062,0,3,1,1
32583,2019-02-07 00:32:28,Switzerland,48,0,UK_Card,1,Master,15063,0,3,3,1
32584,2019-02-07 00:34:18,Germany,134,0,Simplecard,0,Master,15063,0,3,2,1
32585,2019-02-07 00:36:37,Switzerland,258,1,UK_Card,0,Master,15063,0,3,3,1
32587,2019-02-07 00:37:59,Germany,266,0,UK_Card,0,Master,15063,0,3,3,1
32586,2019-02-07 00:37:59,Germany,266,0,Moneycard,0,Master,15064,0,3,1,1
32588,2019-02-07 00:38:14,Germany,266,0,Simplecard,0,Master,15065,0,3,2,1
32589,2019-02-07 00:41:17,Germany,12,0,UK_Card,0,Diners,15065,0,3,3,0
32590,2019-02-07 00:42:07,Germany,12,0,UK_Card,0,Diners,15066,0,3,3,0
32591,2019-02-07 00:43:18,Switzerland,276,1,UK_Card,0,Visa,15066,0,3,3,2
32592,2019-02-07 00:44:20,Austria,238,0,UK_Card,0,Master,15066,0,3,3,1
32593,2019-02-07 00:44:37,Austria,238,0,UK_Card,0,Master,15067,0,3,3,1
32594,2019-02-07 00:44:51,Austria,238,0,UK_Card,0,Master,15068,0,3,3,1
32595,2019-02-07 00:46:35,Germany,224,0,Simplecard,0,Master,15068,0,3,2,1
32596,2019-02-07 00:48:31,Germany,97,0,UK_Card,0,Master,15068,0,3,3,1
32597,2019-02-07 00:48:53,Germany,97,0,Simplecard,0,Master,15069,0,3,2,1
32598,2019-02-07 00:49:24,Germany,97,0,UK_Card,0,Master,15070,0,3,3,1
32599,2019-02-07 00:50:21,Germany,97,0,UK_Card,0,Master,15071,0,3,3,1
32600,2019-02-07 00:50:40,Germany,97,0,UK_Card,0,Master,15072,0,3,3,1
32601,2019-02-07 00:50:49,Germany,97,1,UK_Card,0,Master,15073,0,3,3,1
32602,2019-02-07 00:51:53,Germany,192,1,Simplecard,1,Master,15073,0,3,2,1
32603,2019-02-07 00:53:54,Switzerland,178,0,UK_Card,0,Visa,15073,0,3,3,2
32604,2019-02-07 00:53:55,Switzerland,178,0,UK_Card,0,Visa,15074,0,3,3,2
32605,2019-02-07 00:54:40,Switzerland,178,0,Moneycard,0,Visa,15075,0,3,1,2
32606,2019-02-07 00:55:38,Switzerland,178,0,UK_Card,0,Visa,15076,0,3,3,2
32607,2019-02-07 00:56:15,Switzerland,178,1,UK_Card,0,Visa,15077,0,3,3,2
32608,2019-02-07 00:58:23,Switzerland,115,0,Simplecard,0,Visa,15077,0,3,2,2
32609,2019-02-07 00:59:24,Germany,72,1,Moneycard,0,Master,15077,0,3,1,1
32610,2019-02-07 01:00:49,Germany,96,0,Moneycard,0,Master,15077,1,3,1,1
32611,2019-02-07 01:01:18,Germany,96,0,Moneycard,0,Master,15078,1,3,1,1
32612,2019-02-07 01:02:09,Germany,96,0,Moneycard,0,Master,15079,1,3,1,1
32613,2019-02-07 01:02:58,Germany,96,1,UK_Card,0,Master,15080,1,3,3,1
32614,2019-02-07 01:06:00,Germany,167,1,Simplecard,0,Master,15080,1,3,2,1
32615,2019-02-07 01:13:10,Germany,170,1,UK_Card,0,Master,15080,1,3,3,1
32616,2019-02-07 01:18:13,Germany,189,0,Simplecard,0,Visa,15080,1,3,2,2
32617,2019-02-07 01:19:31,Germany,235,0,Simplecard,0,Master,15080,1,3,2,1
32618,2019-02-07 01:21:49,Germany,198,0,UK_Card,0,Master,15080,1,3,3,1
32619,2019-02-07 01:22:17,Germany,198,1,UK_Card,0,Master,15081,1,3,3,1
32620,2019-02-07 01:25:15,Switzerland,321,0,Simplecard,1,Master,15081,1,3,2,1
32621,2019-02-07 01:25:58,Switzerland,321,1,UK_Card,1,Master,15082,1,3,3,1
32622,2019-02-07 01:27:32,Switzerland,229,1,UK_Card,0,Visa,15082,1,3,3,2
32623,2019-02-07 01:29:23,Germany,254,1,UK_Card,0,Diners,15082,1,3,3,0
32624,2019-02-07 01:31:12,Germany,202,0,UK_Card,0,Diners,15082,1,3,3,0
32625,2019-02-07 01:31:56,Germany,202,0,UK_Card,0,Diners,15083,1,3,3,0
32626,2019-02-07 01:32:21,Germany,202,0,UK_Card,0,Diners,15084,1,3,3,0
32627,2019-02-07 01:34:22,Germany,197,1,UK_Card,0,Master,15084,1,3,3,1
32628,2019-02-07 01:39:56,Germany,253,0,UK_Card,0,Master,15084,1,3,3,1
32629,2019-02-07 01:40:17,Germany,253,0,Simplecard,0,Master,15085,1,3,2,1
32630,2019-02-07 01:41:46,Germany,305,0,UK_Card,0,Master,15085,1,3,3,1
32631,2019-02-07 01:42:11,Germany,305,0,Goldcard,0,Master,15086,1,3,0,1
32632,2019-02-07 01:42:11,Germany,305,0,UK_Card,0,Master,15087,1,3,3,1
32633,2019-02-07 01:44:39,Switzerland,139,0,UK_Card,0,Master,15087,1,3,3,1
32634,2019-02-07 01:45:29,Switzerland,139,0,Goldcard,0,Master,15088,1,3,0,1
32635,2019-02-07 01:45:48,Switzerland,139,0,UK_Card,0,Master,15089,1,3,3,1
32636,2019-02-07 01:46:10,Switzerland,139,1,Goldcard,0,Master,15090,1,3,0,1
32637,2019-02-07 01:47:19,Switzerland,113,1,Moneycard,0,Master,15090,1,3,1,1
32638,2019-02-07 01:49:28,Austria,150,0,Moneycard,0,Master,15090,1,3,1,1
32639,2019-02-07 01:49:45,Austria,150,0,Moneycard,0,Master,15091,1,3,1,1
32640,2019-02-07 01:49:58,Austria,150,1,UK_Card,0,Master,15092,1,3,3,1
32641,2019-02-07 01:52:19,Switzerland,95,0,Moneycard,0,Diners,15092,1,3,1,0
32642,2019-02-07 01:52:49,Switzerland,95,1,UK_Card,0,Diners,15093,1,3,3,0
32643,2019-02-07 01:55:42,Austria,373,0,UK_Card,0,Visa,15093,1,3,3,2
32644,2019-02-07 01:58:00,Switzerland,323,0,UK_Card,0,Master,15093,1,3,3,1
32645,2019-02-07 01:58:14,Switzerland,323,0,UK_Card,0,Master,15094,1,3,3,1
32646,2019-02-07 02:00:27,Germany,376,0,UK_Card,0,Master,15094,2,3,3,1
32647,2019-02-07 02:01:48,Germany,374,0,UK_Card,1,Master,15094,2,3,3,1
32648,2019-02-07 02:01:58,Germany,374,1,Simplecard,1,Master,15095,2,3,2,1
32649,2019-02-07 02:03:23,Germany,69,0,Moneycard,0,Master,15095,2,3,1,1
32650,2019-02-07 02:03:31,Germany,69,0,Simplecard,0,Master,15096,2,3,2,1
32651,2019-02-07 02:03:41,Germany,69,0,Simplecard,0,Master,15097,2,3,2,1
32652,2019-02-07 02:03:51,Germany,69,0,Simplecard,0,Master,15098,2,3,2,1
32653,2019-02-07 02:04:43,Germany,69,0,UK_Card,0,Master,15099,2,3,3,1
32654,2019-02-07 02:06:48,Germany,86,1,Goldcard,1,Master,15099,2,3,0,1
32655,2019-02-07 02:08:07,Switzerland,115,0,UK_Card,1,Master,15099,2,3,3,1
32656,2019-02-07 02:10:51,Germany,227,0,UK_Card,0,Master,15099,2,3,3,1
32657,2019-02-07 02:11:08,Germany,227,0,UK_Card,0,Master,15100,2,3,3,1
32658,2019-02-07 02:13:20,Germany,17,0,Moneycard,0,Master,15100,2,3,1,1
32659,2019-02-07 02:18:24,Germany,140,0,Simplecard,0,Visa,15100,2,3,2,2
32660,2019-02-07 02:18:25,Germany,140,0,UK_Card,0,Visa,15101,2,3,3,2
32661,2019-02-07 02:18:55,Germany,140,0,UK_Card,0,Visa,15102,2,3,3,2
32662,2019-02-07 02:19:53,Germany,140,1,UK_Card,0,Visa,15103,2,3,3,2
32663,2019-02-07 02:21:05,Germany,147,1,Goldcard,0,Master,15103,2,3,0,1
32664,2019-02-07 02:24:13,Germany,146,0,UK_Card,0,Master,15103,2,3,3,1
32665,2019-02-07 02:25:09,Germany,146,0,UK_Card,0,Master,15104,2,3,3,1
32666,2019-02-07 02:26:04,Germany,146,1,UK_Card,0,Master,15105,2,3,3,1
32667,2019-02-07 02:27:12,Switzerland,259,0,Simplecard,0,Visa,15105,2,3,2,2
32668,2019-02-07 02:27:13,Switzerland,259,0,Moneycard,0,Visa,15106,2,3,1,2
32669,2019-02-07 02:27:33,Switzerland,259,1,UK_Card,0,Visa,15107,2,3,3,2
32670,2019-02-07 02:29:36,Germany,329,1,Simplecard,0,Master,15107,2,3,2,1
32671,2019-02-07 02:32:36,Germany,249,0,UK_Card,0,Master,15107,2,3,3,1
32672,2019-02-07 02:33:12,Germany,249,1,Moneycard,0,Master,15108,2,3,1,1
32673,2019-02-07 02:36:11,Germany,198,1,UK_Card,0,Master,15108,2,3,3,1
32674,2019-02-07 02:37:47,Switzerland,252,1,UK_Card,0,Master,15108,2,3,3,1
32675,2019-02-07 02:49:33,Austria,180,0,UK_Card,0,Master,15108,2,3,3,1
32676,2019-02-07 02:52:02,Germany,371,0,Moneycard,0,Diners,15108,2,3,1,0
32677,2019-02-07 02:53:01,Germany,371,1,Moneycard,0,Diners,15109,2,3,1,0
32678,2019-02-07 02:54:36,Germany,232,0,Simplecard,0,Master,15109,2,3,2,1
32679,2019-02-07 02:54:59,Germany,232,0,Goldcard,0,Master,15110,2,3,0,1
32680,2019-02-07 02:57:15,Germany,263,0,UK_Card,0,Diners,15110,2,3,3,0
32681,2019-02-07 02:57:23,Germany,263,0,UK_Card,0,Diners,15111,2,3,3,0
32682,2019-02-07 02:58:48,Germany,49,0,Moneycard,0,Master,15111,2,3,1,1
32683,2019-02-07 03:00:51,Austria,428,0,UK_Card,0,Master,15111,3,3,3,1
32684,2019-02-07 03:01:54,Switzerland,301,0,UK_Card,0,Master,15111,3,3,3,1
32685,2019-02-07 03:02:15,Switzerland,301,1,UK_Card,0,Master,15112,3,3,3,1
32686,2019-02-07 03:07:46,Germany,222,1,Simplecard,1,Master,15112,3,3,2,1
32687,2019-02-07 03:08:48,Switzerland,113,1,Simplecard,0,Master,15112,3,3,2,1
32688,2019-02-07 03:11:06,Austria,191,0,Moneycard,0,Master,15112,3,3,1,1
32689,2019-02-07 03:14:42,Austria,273,1,UK_Card,0,Master,15112,3,3,3,1
32690,2019-02-07 03:15:50,Switzerland,198,0,Moneycard,0,Visa,15112,3,3,1,2
32691,2019-02-07 03:17:27,Austria,131,0,UK_Card,0,Visa,15112,3,3,3,2
32692,2019-02-07 03:17:32,Austria,131,0,UK_Card,0,Visa,15113,3,3,3,2
32693,2019-02-07 03:18:01,Austria,131,0,UK_Card,0,Visa,15114,3,3,3,2
32694,2019-02-07 03:19:21,Switzerland,273,0,Simplecard,0,Diners,15114,3,3,2,0
32695,2019-02-07 03:19:22,Switzerland,273,1,Moneycard,0,Diners,15115,3,3,1,0
32696,2019-02-07 03:21:31,Germany,166,1,UK_Card,0,Diners,15115,3,3,3,0
32697,2019-02-07 03:23:52,Germany,143,0,Goldcard,0,Visa,15115,3,3,0,2
32698,2019-02-07 03:24:23,Germany,143,0,Moneycard,0,Visa,15116,3,3,1,2
32699,2019-02-07 03:25:05,Germany,143,1,Simplecard,0,Visa,15117,3,3,2,2
32700,2019-02-07 03:27:25,Germany,241,0,Simplecard,1,Diners,15117,3,3,2,0
32701,2019-02-07 03:27:45,Germany,241,0,Moneycard,1,Diners,15118,3,3,1,0
32702,2019-02-07 03:30:39,Austria,87,0,Moneycard,0,Master,15118,3,3,1,1
32703,2019-02-07 03:30:47,Austria,87,1,Simplecard,0,Master,15119,3,3,2,1
32704,2019-02-07 03:33:36,Switzerland,66,0,UK_Card,1,Master,15119,3,3,3,1
32705,2019-02-07 03:34:23,Switzerland,66,1,UK_Card,1,Master,15120,3,3,3,1
32706,2019-02-07 03:38:12,Germany,88,1,UK_Card,0,Diners,15120,3,3,3,0
32707,2019-02-07 03:39:17,Germany,206,0,UK_Card,1,Master,15120,3,3,3,1
32708,2019-02-07 03:39:49,Germany,206,0,UK_Card,1,Master,15121,3,3,3,1
32709,2019-02-07 03:40:18,Germany,206,0,UK_Card,1,Master,15122,3,3,3,1
32710,2019-02-07 03:43:37,Switzerland,276,0,Simplecard,0,Master,15122,3,3,2,1
32711,2019-02-07 03:45:22,Germany,183,0,UK_Card,0,Visa,15122,3,3,3,2
32712,2019-02-07 03:45:32,Germany,183,0,UK_Card,0,Visa,15123,3,3,3,2
32713,2019-02-07 03:45:41,Germany,183,0,UK_Card,0,Visa,15124,3,3,3,2
32714,2019-02-07 03:45:53,Germany,183,1,Simplecard,0,Visa,15125,3,3,2,2
32715,2019-02-07 03:48:12,Switzerland,338,0,UK_Card,0,Master,15125,3,3,3,1
32716,2019-02-07 03:48:17,Switzerland,338,1,Simplecard,0,Master,15126,3,3,2,1
32717,2019-02-07 03:49:58,Germany,87,0,Moneycard,0,Diners,15126,3,3,1,0
32718,2019-02-07 03:50:21,Germany,87,1,Simplecard,0,Diners,15127,3,3,2,0
32719,2019-02-07 03:51:49,Germany,119,1,UK_Card,0,Visa,15127,3,3,3,2
32720,2019-02-07 03:53:50,Austria,233,0,UK_Card,0,Diners,15127,3,3,3,0
32721,2019-02-07 03:53:51,Austria,233,0,UK_Card,0,Diners,15128,3,3,3,0
32722,2019-02-07 03:55:24,Germany,319,0,UK_Card,0,Master,15128,3,3,3,1
32723,2019-02-07 03:59:52,Germany,121,0,UK_Card,0,Visa,15128,3,3,3,2
32724,2019-02-07 03:59:56,Germany,121,0,UK_Card,0,Visa,15129,3,3,3,2
32725,2019-02-07 04:00:54,Germany,121,0,UK_Card,0,Visa,15130,4,3,3,2
32726,2019-02-07 04:05:35,Germany,149,1,Simplecard,0,Master,15130,4,3,2,1
32727,2019-02-07 04:08:24,Austria,259,0,Moneycard,0,Master,15130,4,3,1,1
32728,2019-02-07 04:10:30,Austria,48,0,UK_Card,1,Visa,15130,4,3,3,2
32729,2019-02-07 04:10:39,Austria,48,0,Moneycard,1,Visa,15131,4,3,1,2
32730,2019-02-07 04:12:18,Germany,226,0,Moneycard,0,Master,15131,4,3,1,1
32731,2019-02-07 04:16:59,Switzerland,90,0,Simplecard,0,Visa,15131,4,3,2,2
32732,2019-02-07 04:17:19,Switzerland,90,1,UK_Card,0,Visa,15132,4,3,3,2
32733,2019-02-07 04:18:49,Germany,86,0,Simplecard,0,Visa,15132,4,3,2,2
32734,2019-02-07 04:19:16,Germany,86,0,UK_Card,0,Visa,15133,4,3,3,2
32735,2019-02-07 04:19:20,Germany,86,0,Moneycard,0,Visa,15134,4,3,1,2
32736,2019-02-07 04:20:44,Germany,214,0,UK_Card,0,Master,15134,4,3,3,1
32737,2019-02-07 04:23:25,Germany,36,0,UK_Card,0,Master,15134,4,3,3,1
32738,2019-02-07 04:23:31,Germany,36,0,Goldcard,0,Master,15135,4,3,0,1
32739,2019-02-07 04:23:56,Germany,36,0,UK_Card,0,Master,15136,4,3,3,1
32740,2019-02-07 04:26:55,Switzerland,192,1,Simplecard,0,Diners,15136,4,3,2,0
32741,2019-02-07 04:29:09,Germany,287,0,Simplecard,1,Master,15136,4,3,2,1
32742,2019-02-07 04:30:01,Germany,287,0,UK_Card,1,Master,15137,4,3,3,1
32743,2019-02-07 04:32:35,Germany,209,1,UK_Card,1,Master,15137,4,3,3,1
32744,2019-02-07 04:33:56,Germany,258,1,Simplecard,0,Master,15137,4,3,2,1
32745,2019-02-07 04:35:07,Germany,440,1,UK_Card,1,Master,15137,4,3,3,1
32746,2019-02-07 04:36:35,Switzerland,324,0,Moneycard,0,Master,15137,4,3,1,1
32747,2019-02-07 04:38:42,Germany,146,1,UK_Card,1,Diners,15137,4,3,3,0
32748,2019-02-07 04:43:42,Austria,315,0,UK_Card,0,Master,15137,4,3,3,1
32749,2019-02-07 04:44:38,Austria,315,0,UK_Card,0,Master,15138,4,3,3,1
32750,2019-02-07 04:44:55,Austria,315,0,UK_Card,0,Master,15139,4,3,3,1
32751,2019-02-07 04:45:49,Austria,315,1,Simplecard,0,Master,15140,4,3,2,1
32752,2019-02-07 04:47:27,Germany,34,0,UK_Card,0,Visa,15140,4,3,3,2
32753,2019-02-07 04:48:22,Germany,34,0,Simplecard,0,Visa,15141,4,3,2,2
32754,2019-02-07 04:49:19,Germany,34,0,Moneycard,0,Visa,15142,4,3,1,2
32755,2019-02-07 04:49:59,Germany,34,0,UK_Card,0,Visa,15143,4,3,3,2
32756,2019-02-07 04:50:11,Germany,34,0,UK_Card,0,Visa,15144,4,3,3,2
32757,2019-02-07 04:52:24,Germany,127,0,Moneycard,0,Master,15144,4,3,1,1
32758,2019-02-07 04:53:20,Germany,127,0,UK_Card,0,Master,15145,4,3,3,1
32759,2019-02-07 04:53:58,Germany,127,0,Simplecard,0,Master,15146,4,3,2,1
32760,2019-02-07 04:54:19,Germany,127,0,UK_Card,0,Master,15147,4,3,3,1
32761,2019-02-07 04:55:13,Germany,127,0,Goldcard,0,Master,15148,4,3,0,1
32762,2019-02-07 04:55:55,Germany,127,0,Simplecard,0,Master,15149,4,3,2,1
32763,2019-02-07 04:56:03,Germany,127,1,Simplecard,0,Master,15150,4,3,2,1
32764,2019-02-07 04:57:05,Germany,157,0,UK_Card,0,Diners,15150,4,3,3,0
32765,2019-02-07 04:57:39,Germany,157,0,Moneycard,0,Diners,15151,4,3,1,0
32766,2019-02-07 04:58:28,Germany,157,0,UK_Card,0,Diners,15152,4,3,3,0
32767,2019-02-07 04:58:40,Germany,157,0,UK_Card,0,Diners,15153,4,3,3,0
32768,2019-02-07 04:59:23,Germany,157,1,UK_Card,0,Diners,15154,4,3,3,0
32769,2019-02-07 05:00:35,Austria,289,1,UK_Card,1,Diners,15154,5,3,3,0
32770,2019-02-07 05:01:51,Germany,242,0,Simplecard,0,Master,15154,5,3,2,1
32771,2019-02-07 05:02:57,Switzerland,301,0,Goldcard,0,Master,15154,5,3,0,1
32772,2019-02-07 05:03:00,Switzerland,301,1,Moneycard,0,Master,15155,5,3,1,1
32773,2019-02-07 05:06:30,Austria,235,0,Moneycard,0,Visa,15155,5,3,1,2
32774,2019-02-07 05:07:39,Austria,22,1,UK_Card,0,Master,15155,5,3,3,1
32775,2019-02-07 05:09:40,Germany,400,1,Moneycard,1,Diners,15155,5,3,1,0
32776,2019-02-07 05:11:53,Germany,266,0,Simplecard,0,Diners,15155,5,3,2,0
32777,2019-02-07 05:13:16,Germany,303,0,UK_Card,0,Master,15155,5,3,3,1
32778,2019-02-07 05:13:27,Germany,303,1,Moneycard,0,Master,15156,5,3,1,1
32779,2019-02-07 05:16:14,Germany,108,1,Simplecard,0,Master,15156,5,3,2,1
32780,2019-02-07 05:19:53,Austria,231,0,UK_Card,1,Diners,15156,5,3,3,0
32781,2019-02-07 05:20:07,Austria,231,0,UK_Card,1,Diners,15157,5,3,3,0
32782,2019-02-07 05:21:04,Austria,231,1,Simplecard,1,Diners,15158,5,3,2,0
32783,2019-02-07 05:22:36,Germany,55,0,Simplecard,0,Visa,15158,5,3,2,2
32784,2019-02-07 05:28:12,Switzerland,227,0,Simplecard,0,Visa,15158,5,3,2,2
32785,2019-02-07 05:28:57,Switzerland,227,0,Moneycard,0,Visa,15159,5,3,1,2
32786,2019-02-07 05:29:18,Switzerland,227,1,UK_Card,0,Visa,15160,5,3,3,2
32787,2019-02-07 05:31:06,Switzerland,268,1,UK_Card,0,Master,15160,5,3,3,1
32788,2019-02-07 05:32:24,Germany,151,1,Simplecard,0,Visa,15160,5,3,2,2
32789,2019-02-07 05:34:06,Switzerland,149,0,UK_Card,0,Master,15160,5,3,3,1
32790,2019-02-07 05:34:13,Switzerland,149,0,Simplecard,0,Master,15161,5,3,2,1
32791,2019-02-07 05:35:04,Switzerland,149,0,UK_Card,0,Master,15162,5,3,3,1
32792,2019-02-07 05:35:33,Switzerland,149,1,Goldcard,0,Master,15163,5,3,0,1
32793,2019-02-07 05:36:34,Switzerland,189,1,Goldcard,0,Diners,15163,5,3,0,0
32794,2019-02-07 05:37:35,Austria,185,0,UK_Card,1,Master,15163,5,3,3,1
32795,2019-02-07 05:39:50,Austria,28,0,UK_Card,0,Visa,15163,5,3,3,2
32796,2019-02-07 05:40:17,Austria,28,0,UK_Card,0,Visa,15164,5,3,3,2
32797,2019-02-07 05:41:42,Switzerland,173,0,UK_Card,0,Visa,15164,5,3,3,2
32798,2019-02-07 05:42:27,Switzerland,173,0,UK_Card,0,Visa,15165,5,3,3,2
32799,2019-02-07 05:47:19,Switzerland,322,0,UK_Card,0,Master,15165,5,3,3,1
32800,2019-02-07 05:47:38,Switzerland,322,0,Simplecard,0,Master,15166,5,3,2,1
32801,2019-02-07 05:48:29,Switzerland,322,0,UK_Card,0,Master,15167,5,3,3,1
32802,2019-02-07 05:49:30,Germany,277,0,UK_Card,0,Master,15167,5,3,3,1
32803,2019-02-07 05:49:56,Germany,277,0,UK_Card,0,Master,15168,5,3,3,1
32804,2019-02-07 05:52:02,Germany,160,0,Simplecard,1,Diners,15168,5,3,2,0
32805,2019-02-07 05:52:18,Germany,160,0,UK_Card,1,Diners,15169,5,3,3,0
32806,2019-02-07 05:52:19,Germany,160,0,UK_Card,1,Diners,15170,5,3,3,0
32807,2019-02-07 05:56:17,Germany,176,0,UK_Card,1,Visa,15170,5,3,3,2
32808,2019-02-07 05:56:24,Germany,176,0,UK_Card,1,Visa,15171,5,3,3,2
32809,2019-02-07 05:56:27,Germany,176,0,UK_Card,1,Visa,15172,5,3,3,2
32810,2019-02-07 05:59:39,Switzerland,188,1,Simplecard,1,Diners,15172,5,3,2,0
32811,2019-02-07 06:02:07,Austria,280,0,Simplecard,0,Master,15172,6,3,2,1
32812,2019-02-07 06:02:43,Austria,280,0,UK_Card,0,Master,15173,6,3,3,1
32813,2019-02-07 06:02:48,Austria,280,0,Simplecard,0,Master,15174,6,3,2,1
32814,2019-02-07 06:02:56,Austria,280,1,Moneycard,0,Master,15175,6,3,1,1
32815,2019-02-07 06:05:32,Germany,25,0,UK_Card,0,Diners,15175,6,3,3,0
32816,2019-02-07 06:05:33,Germany,25,0,Simplecard,0,Diners,15176,6,3,2,0
32817,2019-02-07 06:06:27,Germany,25,0,Simplecard,0,Diners,15177,6,3,2,0
32818,2019-02-07 06:07:53,Austria,42,1,Simplecard,0,Master,15177,6,3,2,1
32819,2019-02-07 06:10:44,Switzerland,307,1,UK_Card,0,Master,15177,6,3,3,1
32820,2019-02-07 06:13:06,Switzerland,84,0,UK_Card,0,Master,15177,6,3,3,1
32821,2019-02-07 06:13:47,Switzerland,84,1,UK_Card,0,Master,15178,6,3,3,1
32822,2019-02-07 06:15:07,Germany,148,1,Simplecard,0,Master,15178,6,3,2,1
32823,2019-02-07 06:17:37,Germany,172,0,UK_Card,0,Master,15178,6,3,3,1
32824,2019-02-07 06:19:35,Germany,386,0,UK_Card,0,Diners,15178,6,3,3,0
32825,2019-02-07 06:20:19,Germany,386,0,UK_Card,0,Diners,15179,6,3,3,0
32826,2019-02-07 06:21:09,Germany,386,0,UK_Card,0,Diners,15180,6,3,3,0
32827,2019-02-07 06:21:25,Germany,386,0,Moneycard,0,Diners,15181,6,3,1,0
32828,2019-02-07 06:22:05,Germany,386,0,UK_Card,0,Diners,15182,6,3,3,0
32829,2019-02-07 06:23:30,Switzerland,127,0,UK_Card,0,Master,15182,6,3,3,1
32830,2019-02-07 06:24:37,Germany,279,1,UK_Card,1,Master,15182,6,3,3,1
32831,2019-02-07 06:26:58,Austria,279,0,UK_Card,1,Master,15182,6,3,3,1
32832,2019-02-07 06:27:34,Austria,279,0,Simplecard,1,Master,15183,6,3,2,1
32833,2019-02-07 06:28:08,Austria,279,1,Moneycard,1,Master,15184,6,3,1,1
32834,2019-02-07 06:29:54,Austria,125,1,Goldcard,0,Master,15184,6,3,0,1
32835,2019-02-07 06:32:30,Germany,97,0,Moneycard,1,Master,15184,6,3,1,1
32836,2019-02-07 06:33:31,Austria,260,1,UK_Card,1,Master,15184,6,3,3,1
32837,2019-02-07 06:38:48,Germany,293,0,Moneycard,0,Visa,15184,6,3,1,2
32838,2019-02-07 06:39:10,Germany,293,0,UK_Card,0,Visa,15185,6,3,3,2
32839,2019-02-07 06:41:10,Germany,228,0,UK_Card,0,Master,15185,6,3,3,1
32840,2019-02-07 06:41:27,Germany,228,0,Simplecard,0,Master,15186,6,3,2,1
32841,2019-02-07 06:42:17,Germany,228,0,UK_Card,0,Master,15187,6,3,3,1
32842,2019-02-07 06:42:31,Germany,228,1,Simplecard,0,Master,15188,6,3,2,1
32843,2019-02-07 06:44:28,Germany,168,1,Simplecard,0,Diners,15188,6,3,2,0
32844,2019-02-07 06:46:37,Germany,232,0,Moneycard,1,Diners,15188,6,3,1,0
32845,2019-02-07 06:47:40,Switzerland,138,0,Simplecard,0,Master,15188,6,3,2,1
32846,2019-02-07 06:48:05,Switzerland,138,0,Moneycard,0,Master,15189,6,3,1,1
32847,2019-02-07 06:48:08,Switzerland,138,0,UK_Card,0,Master,15190,6,3,3,1
32848,2019-02-07 06:49:01,Switzerland,138,0,UK_Card,0,Master,15191,6,3,3,1
32849,2019-02-07 06:49:41,Switzerland,138,0,UK_Card,0,Master,15192,6,3,3,1
32850,2019-02-07 06:50:28,Switzerland,138,1,UK_Card,0,Master,15193,6,3,3,1
32851,2019-02-07 06:51:47,Switzerland,141,1,UK_Card,0,Visa,15193,6,3,3,2
32852,2019-02-07 06:53:44,Germany,100,0,UK_Card,0,Master,15193,6,3,3,1
32853,2019-02-07 06:56:15,Germany,158,1,Simplecard,0,Master,15193,6,3,2,1
32854,2019-02-07 06:59:48,Germany,289,0,UK_Card,0,Master,15193,6,3,3,1
32855,2019-02-07 07:01:49,Germany,156,0,UK_Card,0,Diners,15193,7,3,3,0
